,lipid,fc,p,PND1,PND2
187,TAG(60:10_FA22:6)+NH4,1.1507466058418803,0.05592764840959459,30,60
188,TAG(60:11_FA22:6)+NH4,1.0880548155925607,0.30515625565078713,30,60
189,TAG(60:12_FA22:6)+NH4,1.1821224921244171,0.40537683245487,30,60
190,DAG(14:0_18:1)+NH4,1.0252196971037795,0.6696598213817369,30,60
191,DAG(14:0_18:2)+NH4,0.9685360546866719,0.4871893029849118,30,60
192,DAG(16:0_18:0)+NH4,1.074468316735816,0.16708123132279193,30,60
193,DAG(16:0_18:1)+NH4,1.0402131532583125,0.5249263937242874,30,60
194,DAG(16:0_18:2)+NH4,0.9406309396994212,0.19955639686973548,30,60
195,DAG(16:1_18:2)+NH4,0.9869555438813389,0.7563844045856978,30,60
196,DAG(14:0_20:4)+NH4,1.1031320656763355,0.08746402134743164,30,60
197,DAG(16:1_20:0)+NH4,1.0328411274977782,0.5035391228868504,30,60
198,DAG(18:0_18:1)+NH4,1.0617957039114938,0.16763260136716854,30,60
199,DAG(18:1_18:1)+NH4,1.131893713867726,0.047561869871696895,30,60
200,DAG(16:0_20:4)+NH4,1.067623855950187,0.49363658755920037,30,60
201,DAG(16:1_20:4)+NH4,1.025809448073918,0.6041682268608766,30,60
202,DAG(16:0_20:5)+NH4,0.9848432905534901,0.7261963682562416,30,60
203,DAG(18:1_20:1)+NH4,1.0350801919033283,0.4843569991761707,30,60
204,DAG(18:1_20:4)+NH4,1.129410718891592,0.23702607652298174,30,60
205,DAG(18:2_20:4)+NH4,1.0060903230065203,0.8871599614198669,30,60
206,DAG(18:1_20:5)+NH4,1.0959592984443403,0.20781719553974476,30,60
207,DAG(16:0_22:6)+NH4,1.2251481085982916,0.12036329562230505,30,60
208,DAG(16:1_22:6)+NH4,1.009668448372073,0.8088637540920068,30,60
209,DAG(18:1_22:5)+NH4,1.065950970848085,0.19012747162586952,30,60
210,DAG(18:0_22:6)+NH4,1.1973236405256218,0.07629933123449545,30,60
211,DAG(18:1_22:6)+NH4,1.0406300774368131,0.6446215909886095,30,60
212,DAG(18:2_22:6)+NH4,1.0467491099173674,0.4393900572597854,30,60
213,MAG(16:0)+NH4,0.8298715984920894,0.06102850402161626,30,60
214,MAG(16:1)+NH4,0.9825604730246142,0.8890053553766397,30,60
215,MAG(18:1)+NH4,1.5157850174014391,0.0815120887970107,30,60
216,MAG(18:2)+NH4,0.9933972455157244,0.9303758708977523,30,60
217,MAG(20:0)+NH4,0.8941191382384184,0.029663940848316417,30,60
218,MAG(20:2)+NH4,1.0144481980418287,0.8100022014735839,30,60
219,MAG(20:3)+NH4,0.9698947864386586,0.6896329913450958,30,60
220,MAG(20:4)+NH4,1.1897698543461905,0.27055969332437374,30,60
221,MAG(22:0)+NH4,0.9372049084597484,0.19073719182755167,30,60
222,MAG(22:1)+NH4,0.9483592592147586,0.24270372823020456,30,60
223,MAG(22:2)+NH4,0.9480883463681468,0.2991920927453279,30,60
224,MAG(22:3)+NH4,0.9502283761189831,0.24299186155410296,30,60
225,MAG(22:4)+NH4,1.0197391715659285,0.7541792007807626,30,60
226,MAG(22:5)+NH4,0.8584418941890184,0.12095553232143957,30,60
227,MAG(22:6)+NH4,1.0032222222414964,0.9859900235444695,30,60
228,LPC(14:0)+AcO,1.042324093351244,0.3302431751187359,30,60
229,LPC(18:2)+AcO,0.9997335271040176,0.9931963880507898,30,60
230,LPC(18:3)+AcO,0.9965055701215801,0.7521669124504773,30,60
231,LPC(20:0)+AcO,0.9814619290251385,0.009957835731939752,30,60
232,LPC(20:1)+AcO,1.005615387728483,0.4618491786154396,30,60
233,LPC(20:4)+AcO,0.9967213744303693,0.7891109826993952,30,60
234,LPC(20:5)+AcO,1.0091420732056766,0.36894422622343204,30,60
235,LPC(22:4)+AcO,1.0027474402297447,0.8000788208019093,30,60
236,LPC(22:5)+AcO,1.0016441944471903,0.8289829844585357,30,60
237,LPG(16:0)-H,1.0145181146962772,0.14105221842424834,30,60
238,LPG(18:0)-H,0.9757135975400381,0.16221734198795484,30,60
239,LPI(16:0)-H,1.0011720567457827,0.9711235453019693,30,60
240,LPI(16:1)-H,1.0487680188970314,0.013318346009190681,30,60
241,LPI(18:0)-H,0.9723909643317843,0.46210305601333845,30,60
242,LPI(18:1)-H,1.0234211992378526,0.5694010751724092,30,60
243,LPI(18:2)-H,1.013589984038574,0.5889517150824131,30,60
244,LPI(20:0)-H,1.0203909876944977,0.368334069231277,30,60
245,LPI(20:1)-H,1.0230612699996868,0.1912254220280314,30,60
246,LPI(20:2)-H,1.0219860879273395,0.43342493510006774,30,60
247,LPI(20:4)-H,1.029740336971654,0.5087714719035055,30,60
248,LPI(22:4)-H,1.0438890536122005,0.09303845485675233,30,60
249,PI(14:0_18:1)-H,1.0589357559897543,0.003657240446894696,30,60
250,PI(14:0_20:4)-H,1.016921057990731,0.1960455142335119,30,60
251,PI(16:0_16:0)-H,1.018235062086612,0.29021867631930653,30,60
252,PI(16:0_16:1)-H,1.014653811255915,0.24700424995405573,30,60
253,PI(16:0_18:0)-H,1.0896337605870954,0.06092554234432476,30,60
254,PI(16:0_18:1)-H,1.0205617460540284,0.2758249221618694,30,60
255,PI(16:0_18:3)-H,0.9988781082849201,0.9298381415366714,30,60
256,PI(16:0_20:1)-H,1.0291383098770932,0.027095696816391103,30,60
257,PI(16:0_20:2)-H,1.0055829735233601,0.6448573224986268,30,60
258,PI(16:0_20:4)-H,0.9866082989641755,0.8562621438056264,30,60
259,PI(16:0_22:4)-H,1.0427189259491654,0.10015168374192018,30,60
260,PI(16:0_22:5)-H,1.0028619512142765,0.8613976782952312,30,60
261,PI(18:0_16:1)-H,1.071233103293909,1.0371758710561824e-08,30,60
262,PI(18:0_18:0)-H,1.0246733137047288,0.08410983557805367,30,60
263,PI(18:0_18:1)-H,1.1058730090522761,1.6818825993983382e-10,30,60
264,PI(18:0_18:3)-H,0.9759125279760088,0.03812289306494321,30,60
265,PI(18:0_20:1)-H,1.1027942953914869,6.149616956078538e-08,30,60
266,PI(18:0_20:2)-H,1.0431531098098261,0.004226911251314607,30,60
267,PI(18:0_20:3)-H,1.0120644779168142,0.51347640990853,30,60
268,PI(18:0_20:4)-H,0.9007424384675414,0.33288611720235006,30,60
269,PI(18:0_20:5)-H,0.9997784168629461,0.98899497528969,30,60
270,PI(18:0_22:4)-H,1.0281441349207572,0.03588712247060182,30,60
271,PI(18:0_22:5)-H,0.994840554127363,0.7241151777656956,30,60
272,PI(18:0_22:6)-H,1.018266775231964,0.3004166019088917,30,60
273,PI(18:1_16:1)-H,1.0068323428477213,0.9324179150696339,30,60
274,PI(18:1_18:1)-H,1.033388316865089,0.03891643621893706,30,60
275,PI(18:1_18:3)-H,0.9970272633017367,0.8422675348385935,30,60
276,PI(18:1_20:1)-H,1.0329681789790366,0.025585750930617202,30,60
277,PI(18:1_20:2)-H,0.9643803967224776,0.017929273759819845,30,60
278,PI(18:1_20:3)-H,0.9999144550236223,0.9966318025389698,30,60
279,PI(18:1_20:4)-H,1.131480874171927,0.4584404098002639,30,60
280,PI(18:1_20:5)-H,0.9949073036630623,0.6972956578281406,30,60
281,PI(18:1_22:4)-H,1.020204889899087,0.1606415792693932,30,60
282,PI(18:1_22:5)-H,1.0077027387450472,0.5125575335193868,30,60
283,PI(18:1_22:6)-H,1.0046723745843618,0.8162926952831884,30,60
284,PI(18:2_16:1)-H,0.9801556755541037,0.4211923405869906,30,60
285,PI(18:2_18:2)-H,0.9796821637989073,0.18228334908834823,30,60
286,PI(18:2_20:3)-H,1.0267884155474323,0.1550077952395498,30,60
287,PI(18:2_20:4)-H,1.0273414588496201,0.29376859086383394,30,60
288,PI(18:2_22:4)-H,1.014746893584502,0.25413212081193715,30,60
289,PI(18:2_22:6)-H,1.0319373100352245,0.05854803959520687,30,60
290,PI(20:0_16:1)-H,1.0728746359441057,,30,60
291,PI(20:0_18:1)-H,1.040442901580804,0.002490978687931064,30,60
292,PI(20:0_20:4)-H,0.9898580079829745,0.45048369470678773,30,60
293,PI(20:0_22:6)-H,1.0247758189101948,0.14990861113727647,30,60
294,LPS(18:1)-H,1.064520763912399,0.02584135215563159,30,60
295,LPS(20:0)-H,1.0116667375810675,0.724209060327194,30,60
296,PS(14:0_20:1)-H,1.0101096980048303,0.6083066881227828,30,60
297,PS(14:0_20:4)-H,0.9448068595498018,0.14511198841339878,30,60
298,PS(16:0_18:0)-H,0.9955195423968277,0.8766340431712225,30,60
299,PS(16:0_20:1)-H,1.0308052767352804,0.028501413818273317,30,60
300,PS(16:0_20:4)-H,1.0460817438619978,0.09283785966755341,30,60
301,PS(16:0_20:5)-H,1.0058527761453426,0.7963337316182246,30,60
302,PS(16:0_22:5)-H,1.0180587654010798,0.5596473057328879,30,60
303,PS(18:0_14:0)-H,1.0136615312809631,0.32472124103831135,30,60
304,PS(18:0_16:1)-H,0.9895632945700302,0.6424442401645158,30,60
305,PS(18:0_18:1)-H,1.0390261481749412,0.5336700965900596,30,60
306,PS(18:0_18:2)-H,0.9858624737927586,0.5565318152549619,30,60
307,PS(18:0_18:3)-H,1.010147742630916,0.5786176015159524,30,60
308,PS(18:0_20:0)-H,1.0912938776014016,0.014577138516161289,30,60
309,PS(18:0_20:1)-H,1.028387033246305,0.12968516997649163,30,60
310,PS(18:0_20:2)-H,1.0085767301170454,0.6037180643171149,30,60
311,PS(18:0_20:3)-H,1.015353148647405,0.5368839552821743,30,60
312,PS(18:0_20:4)-H,1.0081279882600032,0.8499328532903658,30,60
313,PS(18:0_20:5)-H,0.9690484432939894,0.359565439676528,30,60
314,PS(18:0_22:4)-H,1.00172914143307,0.9674019852684973,30,60
315,PS(18:0_22:5)-H,1.01052009349386,0.7061508863315455,30,60
316,PS(18:0_22:6)-H,1.0878710464827075,0.17646065017660137,30,60
317,PS(18:1_16:1)-H,1.0713180306507508,0.07432061174621267,30,60
318,PS(18:1_18:1)-H,1.0413014515869414,0.21706219438239638,30,60
319,PS(18:1_20:2)-H,1.0136702545318081,0.8200947847994203,30,60
320,PS(18:1_20:4)-H,0.9380507105953393,0.23483899737422512,30,60
321,PS(18:1_22:6)-H,1.0962732870515335,0.09456588959054055,30,60
322,PS(18:2_18:2)-H,0.9855755214164618,0.6002697677176085,30,60
323,PS(18:2_20:1)-H,1.0334147798145084,0.21816318160728737,30,60
324,PS(18:2_20:2)-H,1.0154178437924366,0.5492347544421328,30,60
325,PS(18:2_22:6)-H,0.98259426634959,0.5991786103366503,30,60
326,PS(20:0_16:1)-H,1.028710803875192,0.21341752827170832,30,60
327,PS(20:0_18:2)-H,1.034360746118663,0.10275857058882502,30,60
328,PS(20:0_18:3)-H,1.0338219866096914,0.13983955721843794,30,60
329,PS(20:0_20:1)-H,1.0595112785409293,0.006477144826891645,30,60
330,PS(20:0_20:2)-H,1.0343796999609507,0.10522017119245604,30,60
331,PS(20:0_20:3)-H,1.0324419760798498,0.24912338784230859,30,60
332,PS(20:0_20:4)-H,1.0472288810481354,0.10015792516610855,30,60
333,PS(20:0_22:4)-H,1.045298071691996,0.040020049256775936,30,60
334,PS(20:0_22:5)-H,1.0304361370694906,0.2109060706780768,30,60
335,PS(20:0_22:6)-H,1.09871742710969,0.4553143860854859,30,60
336,PC(14:0_14:0)+AcO,1.0203159964305348,0.7707882921893372,30,60
337,PC(14:0_18:1)+AcO,1.5661357363618873,2.452813653650528e-07,30,60
338,PC(14:0_20:4)+AcO,1.2705021785158428,0.014932341748405614,30,60
339,PC(16:0_14:0)+AcO,0.9619852804938508,0.16691744477881645,30,60
340,PC(16:0_16:0)+AcO,1.1860971365377524,0.24363605719854856,30,60
341,PC(16:0_18:0)+AcO,1.05821325835879,0.11885572436065472,30,60
342,PC(16:0_20:1)+AcO,1.044757602625361,0.057265472155466804,30,60
343,PC(16:0_20:2)+AcO,1.0123863978589402,0.5918013574725939,30,60
344,PC(16:1_18:1)+AcO,1.718620308512862,0.00015922966267658127,30,60
345,PC(16:0_22:6)+AcO,1.046230023312601,0.11069818894593669,30,60
346,PC(18:0_14:0)+AcO,0.9809468629999524,0.634650809594953,30,60
347,PC(18:0_18:0)+AcO,1.6074924476471086,1.66043649604128e-08,30,60
348,PC(18:0_20:1)+AcO,1.3110622393997677,0.0013550939648537316,30,60
349,PC(18:1_16:1)+AcO,1.6956258209093473,1.916508676134061e-05,30,60
350,PC(18:1_18:1)+AcO,1.0117786611284163,0.6868520683385304,30,60
351,PC(18:1_18:2)+AcO,1.005996785574608,0.789159136563896,30,60
352,PC(18:1_20:1)+AcO,1.0840745373330818,0.021693501834818014,30,60
