Sample Number,Sample Submission Date,Sample Name,Sex,Tissue weight (mg),Treatment,Tissue Type,PND,Litter,Individual Lipid Species,Lipid Class,"MRM Transition of each lipid species
(Parent ion / Fragment ion)",Lipid Species used as Internal Standard,Retention Time (min),Peak Area of Lipid Species,Peak Area of Internal Standard,Normalized Peak Area (Peak Area of Lipid Species / (Peak Area of Internal Standard * Tissue Weight))
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_16:1)-H,PS,758.5 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6281260030499,1906191.08775408,679677.337012218,0.0100990854560216
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_18:1)-H,PS,786.5 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6664695495759,5325358.56685041,679677.337012218,0.0124004644584071
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_18:2)-H,PS,784.5 / 279.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.661989956535,155683.664966182,679677.337012218,4.46919913257728e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_18:3)-H,PS,782.5 / 277.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6233096955887,15989.9660708491,679677.337012218,2.21788689769766e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_20:1)-H,PS,814.6 / 309.3,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6345396077858,164588.376283215,679677.337012218,4.48683806183195e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_20:2)-H,PS,812.5 / 307.3,PE(15:0_18:1)-Hd7_SPLASH.IS,13.624993701893,122029.412656877,679677.337012218,2.7267003962244e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_20:3)-H,PS,810.5 / 305.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6284537834797,313378.175128373,679677.337012218,6.39891323706973e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_20:4)-H,PS,808.5 / 303.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6172881094515,663375.04407936,679677.337012218,0.00830554055420564
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_20:5)-H,PS,806.5 / 301.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6258065071076,43554.8341890986,679677.337012218,3.41739602484888e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_22:4)-H,PS,836.5 / 331.3,PE(15:0_18:1)-Hd7_SPLASH.IS,13.5908145290014,172870.267781612,679677.337012218,8.74346432191155e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_22:5)-H,PS,834.5 / 329.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.5913165776955,157036.830216672,679677.337012218,0.00048139332796953
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:1_22:6)-H,PS,832.5 / 327.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.5756740998797,1786110.22483145,679677.337012218,0.111547334202003
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:2_16:1)-H,PS,756.5 / 279.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6310872267657,23508.4098030007,679677.337012218,2.50128332172888e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:2_18:2)-H,PS,782.5 / 279.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6178070667338,6877.60212150823,679677.337012218,0.000179802883824323
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:2_20:4)-H,PS,806.5 / 303.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.6076747562567,38373.6458999189,679677.337012218,0.00767774572150397
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(18:2_22:6)-H,PS,830.5 / 327.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.5696350770178,35590.7514968875,679677.337012218,0.00642924482489494
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(20:0_18:1)-H,PS,814.6 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.634716540083,147148.67062348,679677.337012218,4.44794303845188e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PS(20:0_22:6)-H,PS,862.6 / 327.2,PE(15:0_18:1)-Hd7_SPLASH.IS,13.5749822837174,27116.2598507094,679677.337012218,7.42350882002066e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_14:0)+AcO,PC,736.5 / 227.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.5618338339584,26551.0908469781,467413.181731539,0.00116558841860991
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_18:1)+AcO,PC,790.6 / 281.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2536759681159,1133941.29894683,467413.181731539,0.0385281925006998
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_18:2)+AcO,PC,788.5 / 279.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2996474925354,113128.632368539,467413.181731539,0.0435337818452182
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_20:1)+AcO,PC,818.6 / 309.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0799081423047,24620.887157164,467413.181731539,0.000850905561842064
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_20:2)+AcO,PC,816.6 / 307.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.09822549577,21655.1640649824,467413.181731539,0.00211100457380001
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_20:3)+AcO,PC,814.6 / 305.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1105112351444,53880.5065372687,467413.181731539,0.0016439946928905
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_20:4)+AcO,PC,812.5 / 303.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.015978666724,210976.400759122,467413.181731539,0.00760631136656629
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_22:4)+AcO,PC,840.6 / 331.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.945632673732,309096.196611935,467413.181731539,0.364102272227705
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_22:5)+AcO,PC,838.6 / 329.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0126917699951,74150.3801045883,467413.181731539,0.0209983370065074
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(14:0_22:6)+AcO,PC,836.5 / 327.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9643033870003,324265.458087578,467413.181731539,0.0344481547960377
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_14:0)+AcO,PC,764.5 / 227.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.3857263379385,213828.601774899,467413.181731539,0.0197307491672001
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_16:0)+AcO,PC,792.6 / 255.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2234434964033,4135956.27771564,467413.181731539,0.332062237823739
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_16:1)+AcO,PC,790.6 / 253.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1482517228732,2854955.25206391,467413.181731539,0.185925342709126
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_18:0)+AcO,PC,820.6 / 283.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0272844838364,983073.567420212,467413.181731539,0.0476579817117942
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_18:1)+AcO,PC,818.6 / 281.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0055535289877,29807610.7069227,467413.181731539,1.25083541083623
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_18:2)+AcO,PC,816.6 / 279.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0498121050876,1612110.1650236,467413.181731539,0.0880069728932389
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_18:3)+AcO,PC,814.6 / 277.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.941963045128,83558.485359958,467413.181731539,0.00542970352116294
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_20:1)+AcO,PC,846.6 / 309.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9039387665446,243941.140556722,467413.181731539,0.00938325896557807
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_20:2)+AcO,PC,844.6 / 307.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9131862650286,207137.913420746,467413.181731539,0.0101506320224016
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_20:3)+AcO,PC,842.6 / 305.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.7724921681738,1334011.53330825,467413.181731539,0.0508000183765276
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_20:4)+AcO,PC,840.6 / 303.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.6817181254584,21906923.1168284,467413.181731539,0.770905871820345
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_20:5)+AcO,PC,838.6 / 301.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.7348176593839,62781.4507019743,467413.181731539,0.00175535633042587
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_22:4)+AcO,PC,868.6 / 331.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.6453615041592,1113821.01533332,467413.181731539,0.0304397443055969
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:0_22:5)+AcO,PC,866.6 / 329.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.6465941983753,595786.995824637,467413.181731539,0.0215692267103893
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:1_18:1)+AcO,PC,816.6 / 281.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9710945431608,1545745.10775512,467413.181731539,0.318768594946378
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(16:1_18:2)+AcO,PC,814.6 / 253.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0222379906168,145495.10398548,467413.181731539,0.0163035284983747
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_14:0)+AcO,PC,792.6 / 227.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1848068858162,29858.9335928826,467413.181731539,0.00203893809187857
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_16:1)+AcO,PC,818.6 / 253.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.4780719878542,351747.63703803,467413.181731539,0.0184014859918126
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_18:0)+AcO,PC,848.6 / 283.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.3247918749955,8442427.71466516,467413.181731539,0.00473142194753594
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_18:1)+AcO,PC,846.6 / 281.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.3173671582719,5873490.91607955,467413.181731539,0.192950985402365
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_18:2)+AcO,PC,844.6 / 279.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.364555886054,350035.810169914,467413.181731539,0.0248790540155318
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_18:3)+AcO,PC,842.6 / 277.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.4068215173217,18770.770734723,467413.181731539,8.65626539424513e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_20:0)+AcO,PC,876.7 / 283.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2865069330027,1143739.55067407,467413.181731539,9.35689603848831e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_20:1)+AcO,PC,874.7 / 309.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1835873217518,106334.315544702,467413.181731539,0.00120344127154312
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_20:2)+AcO,PC,872.6 / 307.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1531125482844,74113.8099428477,467413.181731539,0.00090421958567307
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_20:3)+AcO,PC,870.6 / 305.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1846284936062,104663.79881194,467413.181731539,0.0105653800457862
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_20:4)+AcO,PC,868.6 / 303.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1210834741962,478419.648117386,467413.181731539,0.112401083459456
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_20:5)+AcO,PC,866.6 / 301.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1585889349631,10679.3878114717,467413.181731539,0.000235475177879402
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_22:4)+AcO,PC,896.6 / 331.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0416892690561,505373.702548874,467413.181731539,0.0181769291482889
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_22:5)+AcO,PC,894.6 / 329.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.073730870627,92034.0147475822,467413.181731539,0.0278343841632496
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:0_22:6)+AcO,PC,892.6 / 327.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0375871789229,755692.916840418,467413.181731539,0.092346083254888
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:1_16:1)+AcO,PC,816.6 / 281.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9678775079941,1589448.17989493,467413.181731539,0.438071954121159
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:1_20:1)+AcO,PC,872.6 / 309.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2156327508868,72284.6708775974,467413.181731539,0.000696069508647506
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:1_22:4)+AcO,PC,894.6 / 331.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.067670466434,46496.7820569548,467413.181731539,0.00673402676846831
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:2_16:1)+AcO,PC,814.6 / 279.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0057164161231,111364.47227535,467413.181731539,0.021495717737759
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:2_18:2)+AcO,PC,840.6 / 279.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.915770537177,348351.003571755,467413.181731539,0.0184274115213185
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:2_20:1)+AcO,PC,870.6 / 309.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2244365137301,33249.5327211306,467413.181731539,5.52239919366178e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:2_20:4)+AcO,PC,864.6 / 303.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9718965948531,316507.002088531,467413.181731539,0.0172056475802099
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(18:2_22:6)+AcO,PC,888.6 / 327.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.5077491331099,38734.9706569336,467413.181731539,9.29941827624981e-06
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_16:1)+AcO,PC,846.6 / 253.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.4090514466978,45695.3671932326,467413.181731539,0.000740427830976554
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_18:1)+AcO,PC,874.7 / 281.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2908973295889,593648.775461229,467413.181731539,0.000247629619752751
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_20:1)+AcO,PC,902.7 / 309.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.2366502189023,6250.90262890005,467413.181731539,1.57652841884528e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_20:3)+AcO,PC,898.7 / 305.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.1089084914677,71682.2395829823,467413.181731539,5.69011076458482e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_20:4)+AcO,PC,896.6 / 303.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,11.0406309479547,1251448.23465334,467413.181731539,0.000145063734020329
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_22:4)+AcO,PC,924.7 / 331.3,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9814721541441,93887.2519884985,467413.181731539,5.84514368235659e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_22:5)+AcO,PC,922.7 / 329.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9461333106858,118259.760569489,467413.181731539,6.34569009985369e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PC(20:0_22:6)+AcO,PC,920.6 / 327.2,PC(15:0_18:1)+AcOd7_SPLASH.IS,10.9402400639608,2358294.44715742,467413.181731539,0.000173946910652314
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(16:0)-H,LPE,452.3 / 255.2,LPE(18:1)-Hd7_SPLASH.IS,13.8168327446941,114996.82509342,14674199.2286796,0.00154058347929555
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(16:1)-H,LPE,450.3 / 253.2,LPE(18:1)-Hd7_SPLASH.IS,13.8169399388419,11301.9537274727,14674199.2286796,0.000179593778987848
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(18:0)-H,LPE,480.3 / 283.3,LPE(18:1)-Hd7_SPLASH.IS,13.7572463434154,54236.9910610209,14674199.2286796,0.00193248618962811
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(18:1)-H,LPE,478.3 / 281.2,LPE(18:1)-Hd7_SPLASH.IS,13.7419042783098,403720.015461288,14674199.2286796,0.00401297395769325
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(20:1)-H,LPE,506.3 / 309.3,LPE(18:1)-Hd7_SPLASH.IS,13.7168878643832,28572.4839640844,14674199.2286796,0.00145986210786024
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(20:3)-H,LPE,502.3 / 305.2,LPE(18:1)-Hd7_SPLASH.IS,13.6113757584071,5507.29089804294,14674199.2286796,0.000215361737321884
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(20:4)-H,LPE,500.3 / 303.2,LPE(18:1)-Hd7_SPLASH.IS,13.6170325249129,91083.3223892316,14674199.2286796,0.00146945645686072
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(22:4)-H,LPE,528.3 / 331.3,LPE(18:1)-Hd7_SPLASH.IS,13.5574786539136,36986.1367612167,14674199.2286796,0.000795910019932723
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(22:5)-H,LPE,526.3 / 329.2,LPE(18:1)-Hd7_SPLASH.IS,13.6113702704111,4408.05221235425,14674199.2286796,9.30589143323005e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,LPE(22:6)-H,LPE,524.3 / 327.2,LPE(18:1)-Hd7_SPLASH.IS,13.6273485586991,23872.3972469147,14674199.2286796,0.00046003639259118
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_16:1)-H,PE,688.5 / 253.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.8431066151569,80599.9093889011,679677.337012218,0.00543194498270992
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_18:1)-H,PE,716.5 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.7382965137106,2166229.59139777,679677.337012218,0.0730436384499106
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_18:2)-H,PE,714.5 / 279.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.7647727335709,161116.683527493,679677.337012218,0.00571093725552981
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_18:3)-H,PE,712.5 / 277.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.7433187459758,16190.3968175927,679677.337012218,0.000900180765232882
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_20:1)-H,PE,744.6 / 309.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.6728564854042,36362.2714659018,679677.337012218,0.00175422575023822
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_20:2)-H,PE,742.5 / 307.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.6266597673586,49351.6743436761,679677.337012218,0.00256893454749155
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_20:3)-H,PE,740.5 / 305.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.558206462182,298048.9705341,679677.337012218,0.00885252307551483
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_20:4)-H,PE,738.5 / 303.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.4674748145464,3707167.37711075,679677.337012218,0.120536913215581
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_20:5)-H,PE,736.5 / 301.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.5097826995213,31427.1038827463,679677.337012218,0.00151677795338714
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_22:4)-H,PE,766.5 / 331.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.4432316635684,1071129.37225626,679677.337012218,0.0345222827989669
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_22:5)-H,PE,764.5 / 329.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.413740895668,278449.322913376,679677.337012218,0.010676221762778
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(16:0_22:6)-H,PE,762.5 / 327.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.3961443394563,3285538.9225378,679677.337012218,0.124573026847475
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_16:0)-H,PE,718.5 / 283.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.7289439860642,47988.1305244711,679677.337012218,2.72800166281668e-05
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_16:1)-H,PE,716.5 / 283.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.6996307710614,79222.1715795921,679677.337012218,0.000352977741346188
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_18:1)-H,PE,744.6 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.5959883093128,2486958.77634406,679677.337012218,0.397222577425914
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_18:2)-H,PE,742.5 / 279.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.6210571316653,365126.848847373,679677.337012218,0.0417075878657249
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_20:1)-H,PE,772.6 / 309.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.5421826264988,61468.0004590289,679677.337012218,0.00581163339644157
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_20:2)-H,PE,770.6 / 307.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.4607181324083,64564.3384835394,679677.337012218,0.00637876196986649
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_20:3)-H,PE,768.6 / 305.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.3731090761984,1003481.35716266,679677.337012218,0.0194483916565688
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_20:4)-H,PE,766.5 / 303.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.3068559537339,16426163.8064435,679677.337012218,0.360661514780616
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_20:5)-H,PE,764.5 / 301.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.3301418660094,101107.808720963,679677.337012218,0.00464765610120144
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_22:4)-H,PE,794.6 / 331.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.300876721392,2103566.04908442,679677.337012218,0.0305660486801143
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_22:5)-H,PE,792.6 / 329.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.235184912608,480963.342614996,679677.337012218,0.0111982130783072
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:0_22:6)-H,PE,790.5 / 327.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.2254237966992,6428622.88279063,679677.337012218,0.128861736553435
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_16:1)-H,PE,714.5 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.7154721023657,809493.07162335,679677.337012218,0.0267574685739579
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_18:1)-H,PE,742.5 / 281.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.5728885180554,14351171.8759323,679677.337012218,0.451591853436255
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_18:2)-H,PE,740.5 / 279.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.6055510574432,1003446.83473794,679677.337012218,0.0280355785674638
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_18:3)-H,PE,738.5 / 277.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.5543592812515,46399.0144867948,679677.337012218,0.00172458371420133
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_20:1)-H,PE,770.6 / 309.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.5091787757502,361012.116886103,679677.337012218,0.0150852120125185
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_20:2)-H,PE,768.6 / 307.3,PE(15:0_18:1)-Hd7_SPLASH.IS,11.4584274191347,191060.365118925,679677.337012218,0.0145541349923959
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_20:3)-H,PE,766.5 / 305.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.412184784373,1159947.00314038,679677.337012218,0.0441675166101966
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_20:4)-H,PE,764.5 / 303.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.30338507066,13281872.5953053,679677.337012218,0.410248010366031
63,11/2022,T24F,F,83,deltamethrin,striatum,30,T24,PE(18:1_20:5)-H,PE,762.5 / 301.2,PE(15:0_18:1)-Hd7_SPLASH.IS,11.3773354422318,79473.6587042438,679677.337012218,0.00228159989771309
