Sample Number,Sample Submission Date,Sample Name,Sex,Tissue weight (mg),Treatment,Tissue Type,PND,Litter,Individual Lipid Species,Lipid Class,"MRM Transition of each lipid species
(Parent ion / Fragment ion)",Lipid Species used as Internal Standard,Retention Time (min),Peak Area of Lipid Species,Peak Area of Internal Standard,Normalized Peak Area (Peak Area of Lipid Species / (Peak Area of Internal Standard * Tissue Weight))
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(14:0)+H,SM,675.5 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.7375132843148,4116175.50375127,41656588.6499875,0.000841558209510796
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(16:0)+H,SM,703.6 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.66291369617,24337225.6131003,41656588.6499875,0.00638981160594484
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(18:0)+H,SM,731.6 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.5801587546694,143247764.589006,41656588.6499875,0.0369892566838129
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(18:1)+H,SM,729.6 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.5723027788348,126832322.406,41656588.6499875,0.0463198436737581
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(20:0)+H,SM,759.6 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.486523020484,5419340.4125,41656588.6499875,0.0011674907629049
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(20:1)+H,SM,757.6 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.4725699354223,6447042.34631532,41656588.6499875,0.00199617359484342
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(22:1)+H,SM,785.7 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.4117458059012,4493429.52008193,41656588.6499875,0.00147821740096209
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(24:0)+H,SM,815.7 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.3497353452088,6606594.43704268,41656588.6499875,0.00137274962145973
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(24:1)+H,SM,813.7 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.3737914355808,21332814.1494583,41656588.6499875,0.00558103873713182
1,09/2021,C20M1S,M,56,control,striatum,30,C20,SM(26:0)+H,SM,843.7 / 184.1,SM(18:1)+H_d9_SPLASH.IS,12.0593254756127,1190903.68829966,41656588.6499875,0.000103082503385401
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(22:6)+H,CE,714.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20594878499922,80778.4608368288,899111.053271241,0.00162615950439578
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(14:0)+H,CE,614.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.60709335388789,22556.3154821824,899111.053271241,0.000126712462722185
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(16:1)+H,CE,640.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.52734887417305,38157.184446533,899111.053271241,0.00017616074417085
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(18:0)+H,CE,670.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.63922372296269,55392.648932696,899111.053271241,0.000234287539136253
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(18:1)+H,CE,668.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.32483918724914,74677.2040157621,899111.053271241,0.00029180527615231
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(20:3)+H,CE,692.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.350090025132,25218.312721405,899111.053271241,0.000158568556194697
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(20:4)+H,CE,690.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.39130807109916,14313.6982975563,899111.053271241,0.000330767828614728
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(20:5)+H,CE,688.6 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.77967683762006,56690.2990383532,899111.053271241,0.000286430409984832
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(22:2)+H,CE,722.7 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.0275160967369,8465.71932541393,899111.053271241,5.80010199455574e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CE(24:1)+H,CE,752.7 / 369.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.92938772271165,137076.68986217,899111.053271241,0.000530595305946428
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(14:0)+H,CER,510.6 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.64933400153729,55036.3983365212,41656588.6499875,4.70262300826257e-06
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(16:0)+H,CER,538.6 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.63704253048889,694952.770768646,41656588.6499875,0.000139069509488782
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(18:0)+H,CER,566.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.58678585382148,6102931.51527612,41656588.6499875,0.00153993763129282
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(18:1)+H,CER,564.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.1741296730202,19412125.8348676,41656588.6499875,0.00231345655510972
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(20:0)+H,CER,594.6 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.50757272252701,1563125.10350985,41656588.6499875,0.000439491220109285
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(20:1)+H,CER,592.6 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.51747075743975,3691388.78870431,41656588.6499875,0.00134861946874788
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(22:0)+H,CER,622.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.57256111973617,2610907.89839663,41656588.6499875,0.000708167563335193
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(22:1)+H,CER,620.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.04191203658741,16821232.502284,41656588.6499875,0.00203291105187236
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(24:0)+H,CER,650.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.55748897354453,2168115.47966544,41656588.6499875,0.000425726448864442
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(24:1)+H,CER,648.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.7264909112203,15824023.3367076,41656588.6499875,0.00304252971196723
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CER(26:1)+H,CER,676.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.5522115504518,87101.4047860683,41656588.6499875,5.49108827390571e-06
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(14:0)+H,DCER,512.6 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.60400252546063,58083.8163751635,41656588.6499875,5.07667518657665e-06
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(16:0)+H,DCER,540.6 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.54381566174913,199849.912367143,41656588.6499875,5.41339820674115e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(18:0)+H,DCER,568.7 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.50870227138172,1848564.51823739,41656588.6499875,0.000488320538138254
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(18:1)+H,DCER,566.8 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.48377911034476,648389.562262756,41656588.6499875,0.000166345816362394
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(20:0)+H,DCER,596.7 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.42320418173636,267038.376820908,41656588.6499875,7.2810007771247e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(20:1)+H,DCER,594.4 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.44054999102573,229090.679367548,41656588.6499875,6.35359912344903e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(22:0)+H,DCER,624.8 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.41577657141543,635408.358869401,41656588.6499875,0.000224638306377107
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(22:1)+H,DCER,620.4 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.81209070819521,590012.531135377,41656588.6499875,2.65239034884323e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(24:0)+H,DCER,652.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.39819768123607,574974.421378825,41656588.6499875,2.55982387876209e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(24:1)+H,DCER,650.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.41216952160046,1760248.1126661,41656588.6499875,0.00033436437294653
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(26:0)+H,DCER,680.5 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.72169762108004,216713.217170527,41656588.6499875,1.38432227584649e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,DCER(26:1)+H,DCER,678.5 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.44903117784714,202800.952574728,41656588.6499875,2.04482226071802e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(14:0)+H,HCER,672.5 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.66871213516616,593484.793254403,41656588.6499875,2.30845416545069e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(16:0)+H,HCER,700.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.61999560368034,6963236.36453213,41656588.6499875,0.000117241756219314
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(18:0)+H,HCER,728.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.6443953913707,19421946.1907048,41656588.6499875,0.00214770596133499
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(18:1)+H,HCER,726.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.1696513643123,61852030.8924426,41656588.6499875,0.0138247263941083
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(20:0)+H,HCER,756.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.60126805805465,1449317.60624687,41656588.6499875,4.32013778008504e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(20:1)+H,HCER,754.7 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.12063038238119,15663168.1597083,41656588.6499875,0.00290669109504254
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(22:0)+H,HCER,784.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.56534714291307,3084893.63555781,41656588.6499875,6.80809350224988e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(22:1)+H,HCER,782.8 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.04526589655818,30283602.9504283,41656588.6499875,0.00636264177897202
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(24:0)+H,HCER,812.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.53991942639686,4661332.89728605,41656588.6499875,9.19761039792787e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(24:1)+H,HCER,810.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.62135075960416,32893235.3895717,41656588.6499875,0.00796780131911317
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(26:0)+H,HCER,840.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.46284684137181,71143.8695397574,41656588.6499875,5.22968880444103e-06
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(26:1)+H,HCER,838.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.835466486199,400424.333453816,41656588.6499875,1.78466988181591e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(d18:0_18:0)+H,HCER,730.8 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.60957604850242,783329.635598634,41656588.6499875,2.88416441338503e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(d18:0_22:0)+H,HCER,786.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.45904394460886,267731.323520592,41656588.6499875,1.89562725540611e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(d18:0_24:0)+H,HCER,814.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.56152391774409,103129.992806615,41656588.6499875,6.46001212221492e-06
1,09/2021,C20M1S,M,56,control,striatum,30,C20,HCER(d18:0_24:1)+H,HCER,812.9 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.57313427210565,1374835.67541029,41656588.6499875,4.17071640288142e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,LCER(14:0)+H,LCER,834.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.04417368356436,331763.312645468,41656588.6499875,1.72808606636548e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,LCER(16:0)+H,LCER,862.9 / 264.4,SM(18:1)+H_d9_SPLASH.IS,3.05738797629766,564057.034884978,41656588.6499875,2.61508354472869e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,LCER(18:0)+H,LCER,890.2 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.66074945109751,541965.867076385,41656588.6499875,2.76992289642276e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,LCER(20:0)+H,LCER,918.2 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.49249349406479,201711.142120674,41656588.6499875,2.62708335309562e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,LCER(26:1)+H,LCER,1000.4 / 264.4,SM(18:1)+H_d9_SPLASH.IS,2.33036715057891,98555.9309484957,41656588.6499875,1.11635627118664e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,LCER(d18:0_20:0)+H,LCER,920.7 / 266.4,SM(18:1)+H_d9_SPLASH.IS,2.49635537247343,141430.819441544,41656588.6499875,1.52301318765281e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(44:1_FA16:1)+NH4,TAG,766.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.40069466941326,17372.3453987674,899111.053271241,9.40149811462785e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(44:2_FA16:1)+NH4,TAG,764.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.33158377984039,860680.68934719,899111.053271241,0.00132123023917666
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(44:3_FA18:2)+NH4,TAG,762.7 / 465.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.79689261728236,50650.2304692149,899111.053271241,0.000249605546701651
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(45:1_FA16:0)+NH4,TAG,780.7 / 507.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20220529522253,25620.4585740822,899111.053271241,0.000130768319419696
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:0_FA18:0)+NH4,TAG,796.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30174721562312,57645.7674305268,899111.053271241,0.000254128864604798
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:1_FA18:1)+NH4,TAG,794.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.91430040263172,26816.6740302997,899111.053271241,0.000128433317057333
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:2_FA16:1)+NH4,TAG,792.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19274219397301,78045.9115622768,899111.053271241,0.000319978834551787
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:2_FA18:1)+NH4,TAG,792.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2441776609327,86765.2606606764,899111.053271241,0.00029953649618022
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:2_FA18:2)+NH4,TAG,792.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19825368126939,36225.7581550353,899111.053271241,0.000176273921344923
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:3_FA16:1)+NH4,TAG,790.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18502343703331,43891.4558533756,899111.053271241,0.000200459327342728
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:3_FA18:1)+NH4,TAG,790.7 / 491.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26925633883419,24255.3465385452,899111.053271241,0.000428346438460967
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:3_FA18:2)+NH4,TAG,790.7 / 493.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.190181343821,17536.8497262014,899111.053271241,0.000151817747473232
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:3_FA18:3)+NH4,TAG,790.7 / 495.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.03954209965678,39368.6371176816,899111.053271241,0.000202902657336458
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(46:4_FA18:2)+NH4,TAG,788.7 / 491.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21557419984197,26176.8611607404,899111.053271241,0.000227068409454423
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(47:0_FA17:0)+NH4,TAG,810.7 / 523.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,3.2937468715535,135926.466071696,899111.053271241,0.000397442266134297
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(47:1_FA17:0)+NH4,TAG,808.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.40535452860381,93377.709985597,899111.053271241,0.000260862919025273
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:1_FA14:0)+NH4,TAG,822.7 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.01614615179334,91266.1397508097,899111.053271241,0.000389655529460222
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:1_FA16:0)+NH4,TAG,822.7 / 549.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20844672923192,203994.644791697,899111.053271241,0.000613206640955647
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:1_FA16:1)+NH4,TAG,822.7 / 551.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.31613712126857,43698.1624666829,899111.053271241,0.00022227031267276
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:2_FA14:0)+NH4,TAG,820.7 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.32285641421552,94183.1938814169,899111.053271241,0.000398673147556106
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:2_FA16:1)+NH4,TAG,820.7 / 549.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.2226145392564,261318.783362002,899111.053271241,0.000754098092975642
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:3_FA14:0)+NH4,TAG,818.7 / 573.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18212325794783,23114.4952657677,899111.053271241,0.000125614509284132
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:3_FA16:1)+NH4,TAG,818.7 / 547.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23520708811336,134836.428016394,899111.053271241,0.000573070134161319
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:3_FA18:1)+NH4,TAG,818.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19850911614748,9405.95120706027,899111.053271241,7.49491105331227e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:3_FA18:2)+NH4,TAG,818.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25136961461378,144131.191758627,899111.053271241,0.000604310731978303
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:4_FA18:2)+NH4,TAG,816.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23205048313377,18346.2440710299,899111.053271241,0.000357244991126399
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:4_FA18:3)+NH4,TAG,816.7 / 521.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18345756205396,51772.4617971493,899111.053271241,0.000247920663063939
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(48:5_FA18:3)+NH4,TAG,814.7 / 519.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.10050688152046,3947.48098567588,899111.053271241,3.11098949488637e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(49:1_FA17:0)+NH4,TAG,836.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27514841197168,24779.0986960761,899111.053271241,0.00016399453345103
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(49:2_FA16:1)+NH4,TAG,834.8 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.14897935927158,19601.0587260483,899111.053271241,0.000136639231143507
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(49:2_FA18:2)+NH4,TAG,834.8 / 537.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,1.8007087309856,101370.498685229,899111.053271241,0.000488312653464844
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(49:3_FA16:1)+NH4,TAG,832.8 / 561.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25320550445753,63441.8510021084,899111.053271241,0.000354507223078462
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:0_FA16:0)+NH4,TAG,852.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.20452982319556,189242.367699139,899111.053271241,0.00082572606564921
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:1_FA16:0)+NH4,TAG,850.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.29394245029025,609808.015622095,899111.053271241,0.0111086118066593
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:1_FA18:1)+NH4,TAG,850.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.35378540117953,279603.352800785,899111.053271241,0.00672466672902807
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:2_FA14:0)+NH4,TAG,848.8 / 603.6,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.05814456634012,49031.3621807322,899111.053271241,0.000253986275506885
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:2_FA16:0)+NH4,TAG,848.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22815218157832,227898.406565309,899111.053271241,0.00478989884984584
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:2_FA16:1)+NH4,TAG,848.8 / 577.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22475306406461,447787.192351533,899111.053271241,0.00863079307639684
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:2_FA18:1)+NH4,TAG,848.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.35286747945202,324455.629121462,899111.053271241,0.00713494318788814
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:2_FA18:2)+NH4,TAG,848.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.30153082773052,283408.997791397,899111.053271241,0.00581879518141868
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:3_FA16:1)+NH4,TAG,846.8 / 575.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25120408136536,379031.072807891,899111.053271241,0.0072601811500234
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:3_FA18:1)+NH4,TAG,846.8 / 547.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.21131232090189,112986.452349617,899111.053271241,0.000406460905707691
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:3_FA18:2)+NH4,TAG,846.8 / 549.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.25457307929671,134066.01841469,899111.053271241,0.00287183470933519
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:3_FA18:3)+NH4,TAG,846.8 / 551.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.26461061103828,69831.683924076,899111.053271241,0.000365846126150592
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:4_FA16:1)+NH4,TAG,844.6 / 573.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23881644598577,41291.6005802358,899111.053271241,0.000891745599584897
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:4_FA18:2)+NH4,TAG,844.6 / 547.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19647425050294,36301.4422302097,899111.053271241,0.000704894977107568
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:5_FA14:0)+NH4,TAG,842.6 / 597.4,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.47113230692222,34114.5991952356,899111.053271241,0.000236355481418712
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(50:5_FA18:3)+NH4,TAG,842.6 / 547.3,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.18028046277334,66147.8522613177,899111.053271241,0.000867105211098694
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(51:0_FA17:0)+NH4,TAG,866.8 / 579.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23106665291063,16094.6634974784,899111.053271241,0.000106172701617434
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(51:2_FA16:1)+NH4,TAG,862.8 / 591.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.19155575409616,56241.9943908476,899111.053271241,0.000355868235643261
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(51:3_FA18:2)+NH4,TAG,860.8 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.22001732387711,14931.4395600872,899111.053271241,0.000117071208800479
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(51:4_FA18:2)+NH4,TAG,858.8 / 561.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.23376121774695,15893.7951370362,899111.053271241,0.000110881968883508
1,09/2021,C20M1S,M,56,control,striatum,30,C20,TAG(51:4_FA18:3)+NH4,TAG,858.8 / 563.5,TAG(15:0_18:1_15:0)+NH4d7_SPLASH.IS,2.27878357940677,68606.4366908605,899111.053271241,0.000323964350244925
