Sample Number,Sample Submission Date,Sample Name,Sex,"Tissue weight
(mg)",Treatment,Tissue Type,PND,Litter,Metabolite,"MRM Transition of each lipid species
(Parent ion/Fragment ion)",Metabolite used as Internal Standard,"Retention Time
(min)",Peak Area of Metabolite,Peak Area of Internal Standard,"Normalized Peak Area
(Peak Area of Metabolite / (Peak Area of Internal Standard * Tisue weight))"
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Urea.1,61.0 / 44.0,L-Tryptophan.1.IS,1.95902577964965,53268767.9257001,17927666.0239431,0.0530592212841769
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Ethanolamine.1,62.1 / 44.1,L-Tryptophan.1.IS,9.96234725187988,12878006.8074019,17927666.0239431,0.0128273477968581
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Imidazole.1,69.0 / 42.2,L-Tryptophan.1.IS,2.47815049758657,157607.980282049,17927666.0239431,0.000156987988038349
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Trimethylamine-N-oxide.1,76.0 / 58.1,L-Tryptophan.1.IS,4.87429087922817,11596918.0317988,17927666.0239431,0.0115512985192737
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Glycine.2,76.0 / 30.0,L-Tryptophan.1.IS,6.28352566869465,4631088.05357858,17927666.0239431,0.00461287045655101
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Sarcosine.1,90.0 / 44.0,L-Tryptophan.1.IS,4.4967713324905,64960.6013212761,17927666.0239431,6.47050617928006e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Alanine.1,90.1 / 44.1,L-Tryptophan.1.IS,5.10501119033091,21103312.0220103,17927666.0239431,0.021020296620464
1,09/2021,C20M1S,M,56,control,striatum,30,C20,B-Alanine.1,90.1 / 30.1,L-Tryptophan.1.IS,6.47205952594958,1848149.15581156,17927666.0239431,0.00184087897736151
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Aminobutyric acid(Abu).1,104.1 / 58.0,L-Tryptophan.1.IS,4.05453453201514,3033725.71320337,17927666.0239431,0.00302179175904488
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Aminoisobutyric acid (BAIBA).1,104.1 / 86.0,L-Tryptophan.1.IS,4.67512097429642,663215.621360402,17927666.0239431,0.000660606689119738
1,09/2021,C20M1S,M,56,control,striatum,30,C20,GABA.2,104.2 / 87.1,L-Tryptophan.1.IS,7.0152145232224,292342016.443377,17927666.0239431,0.29119201260234
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Serine.1,106.0 / 60.0,L-Tryptophan.1.IS,6.77121750205324,49705893.0533805,17927666.0239431,0.0495103619127358
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Uracil.1,113.0 / 70.0,L-Tryptophan.1.IS,8.24475410552584,139606.815582579,17927666.0239431,0.000139057635631958
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Creatinine.1,114.0 / 44.0,L-Tryptophan.1.IS,1.81717079342877,23357714.3532756,17927666.0239431,0.0232658306700784
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Proline.1,116.1 / 70.0,L-Tryptophan.1.IS,3.55716819105028,158795801.723087,17927666.0239431,0.158171136872842
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Valine.1,118.0 / 55.1,L-Tryptophan.1.IS,3.19904374746079,18660875.9633833,17927666.0239431,0.0185874685233715
1,09/2021,C20M1S,M,56,control,striatum,30,C20,5-Aminovaleric Acid.1,118.0 / 101.0,L-Tryptophan.1.IS,6.09570002085325,2652300.8547852,17927666.0239431,0.00264186733514373
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Betaine.1,119.1 / 59.0,L-Tryptophan.1.IS,2.93038516679795,11690534.0792542,17927666.0239431,0.0116445463035028
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Homoserine.1,120.0 / 74.0,L-Tryptophan.1.IS,8.60295348352249,185467.363877667,17927666.0239431,0.000184737779456512
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Threonine.1,120.1 / 74.0,L-Tryptophan.1.IS,5.12928137322255,18025864.5807348,17927666.0239431,0.0179549551242083
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Purine.1,121.1 / 93.9,L-Tryptophan.1.IS,2.10673799533653,528870.359002365,17927666.0239431,0.000526789909015523
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Nicotinamide.1,123.1 / 80.0,L-Tryptophan.1.IS,6.90460485834924,163090.728473117,17927666.0239431,0.00016244916840432
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Thymine.1,127.1 / 110.0,L-Tryptophan.1.IS,1.20142940121832,2263054.99918264,17927666.0239431,0.00225415267999774
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Pipecolate.1,130.0 / 84.0,L-Tryptophan.1.IS,6.32057260483798,873203229.116452,17927666.0239431,0.869768255657261
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Hydroxyproline,132.0 / 68.2,L-Tryptophan.1.IS,4.88734537263452,4699213.56887732,17927666.0239431,0.00468072798230374
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Leucine.2,132.1 / 43.1,L-Tryptophan.1.IS,2.24567409133057,13875250.9103169,17927666.0239431,0.0138206689790696
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Isoleucine.2,132.1 / 69.0,L-Tryptophan.1.IS,2.46585123701013,8745268.62995715,17927666.0239431,0.00871086682676204
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Asparagine.1,133.1 / 87.1,L-Tryptophan.1.IS,6.5965227488963,11059427.2831562,17927666.0239431,0.0110159221311769
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Ornithine.1,133.1 / 70.0,L-Tryptophan.1.IS,14.3958989811337,934134.816138563,17927666.0239431,0.00093046015233322
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Adenine.1,136.0 / 119.0,L-Tryptophan.1.IS,1.5290466192134,77666789.5240235,17927666.0239431,0.0773612668784584
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Methylnicotinamide.1,137.0 / 94.0,L-Tryptophan.1.IS,8.10573683333368,11969922.9801208,17927666.0239431,0.0119228361549989
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Hypoxanthine.1,137.1 / 110.0,L-Tryptophan.1.IS,2.02734713415762,239456927.539106,17927666.0239431,0.238514961037735
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Glutamine.1,147.1 / 84.0,L-Tryptophan.1.IS,6.33134050578587,1002748874.45241,17927666.0239431,0.998804299289234
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Lysine.1,147.1 / 84.0,L-Tryptophan.1.IS,14.4665482516907,23770002.1251107,17927666.0239431,0.0236764966000483
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Acetylcholine.1,147.1 / 87.0,L-Tryptophan.1.IS,6.38161827847884,4491250.76968259,17927666.0239431,0.00447358325921307
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Glutamic acid.1,148.1 / 84.0,L-Tryptophan.1.IS,6.22687106399085,655018991.684464,17927666.0239431,0.652442303032065
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Methionine.1,150.1 / 133.0,L-Tryptophan.1.IS,2.70602633841209,24626407.9807599,17927666.0239431,0.0245295335591035
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Guanine.1,152.1 / 110.0,L-Tryptophan.1.IS,2.72333542251071,16523120.5448158,17927666.0239431,0.0164581225252919
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Xanthine.1,153.0 / 110.0,L-Tryptophan.1.IS,1.78251225755277,13532640.3352429,17927666.0239431,0.0134794061523696
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Dopamine.1,154.1 / 137.1,L-Tryptophan.1.IS,2.02093378595326,609807.672832802,17927666.0239431,0.000607408834736989
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Serotonin-NH3.1,160.1 / 115.0,L-Tryptophan.1.IS,6.88999145614049,5573031.15577075,17927666.0239431,0.00555110817900085
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Carnitine (C0),162.0 / 103.0,L-Tryptophan.1.IS,5.36890572184867,1185533.79830484,17927666.0239431,0.00118087019080047
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Methionine sulfoxide.1,166.1 / 74.0,L-Tryptophan.1.IS,5.73567831943396,1564260.84326102,17927666.0239431,0.00155810741379502
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Phenylalanine.1,166.1 / 120.0,L-Tryptophan.1.IS,2.10424888850192,179539792.183294,17927666.0239431,0.178833525416917
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Normetanephrine-H2O.1,166.1 / 121.1,L-Tryptophan.1.IS,4.0256049777284,3302984.0049406,17927666.0239431,0.00328999085281428
1,09/2021,C20M1S,M,56,control,striatum,30,C20,7-methylguanine.1,166.2 / 149.1,L-Tryptophan.1.IS,2.55808732414763,3205252.37306843,17927666.0239431,0.00319264367389694
1,09/2021,C20M1S,M,56,control,striatum,30,C20,1 or 3-Methyl-Histidine.1,170.1 / 109.1,L-Tryptophan.1.IS,6.93832530991742,11244582.2768768,17927666.0239431,0.0112003487692662
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Arginine.1,175.1 / 70.0,L-Tryptophan.1.IS,14.411698050395,57729131.664142,17927666.0239431,0.0575020390143712
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Citrulline.1,176.1 / 159.1,L-Tryptophan.1.IS,7.65965009767585,9554322.744368,17927666.0239431,0.00951673831504717
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-carbamoyl-L-aspartate.1,177.1 / 74.0,L-Tryptophan.1.IS,3.73021410642313,209133.392465137,17927666.0239431,0.000208310711526044
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Ureidosuccinic acid.1,177.1 / 134.1,L-Tryptophan.1.IS,6.59870590964345,7829636.50344242,17927666.0239431,0.00779883657888001
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Serotonin,177.1 / 160.1,L-Tryptophan.1.IS,6.88890993177711,6840831.3706928,17927666.0239431,0.00681392116993586
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Hippuric acid.1,180.1 / 105.1,L-Tryptophan.1.IS,1.22878060033027,89047.193304542,17927666.0239431,8.8696902861931e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Tyrosine.1,182.1 / 136.0,L-Tryptophan.1.IS,3.46154892054565,89763984.0194004,17927666.0239431,0.0894108738928954
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Phosphorylcholine.1,185.1 / 125.1,L-Tryptophan.1.IS,7.12414482385505,157189.760451192,17927666.0239431,0.000156571413384665
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Homoarginine.1,189.1 / 144.1,L-Tryptophan.1.IS,14.4419385671593,1417088.07175535,17927666.0239431,0.00141151358490795
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Symmetric Dimethylarginine.1,203.1 / 70.0,L-Tryptophan.1.IS,12.6078356088326,5534274.76751191,17927666.0239431,0.00551250424913956
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Acetylcarnitine (C2).1,204.0 / 85.0,L-Tryptophan.1.IS,3.16544365730913,323435497.116038,17927666.0239431,0.322163178930181
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Indolebutyric acid.1,204.1 / 186.1,L-Tryptophan.1.IS,7.36848247918342,799292.585749401,17927666.0239431,0.00079614835915171
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Tryptophan.1,205.1 / 146.1,L-Tryptophan.1.IS,2.46811275546184,56384114.7616116,17927666.0239431,0.0561623130878797
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Lipoic Acid.1,207.1 / 189.1,L-Tryptophan.1.IS,3.76361575592966,460097.413593631,17927666.0239431,0.000458287499988598
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Kynurenine.1,209.1 / 146.1,L-Tryptophan.1.IS,2.21467981001855,182238.686717679,17927666.0239431,0.000181521803143226
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Propionylcarnitine (C3).1,218.3 / 85.0,L-Tryptophan.1.IS,2.41567990432706,42379851.8083668,17927666.0239431,0.0422131395685214
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Acetyl-glucosamine.1,222.1 / 138.1,L-Tryptophan.1.IS,2.57373209853617,2890702.41435734,17927666.0239431,0.00287933107978064
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Cystathionine.1,223.0 / 134.0,L-Tryptophan.1.IS,9.96046300956481,2014975.84153967,17927666.0239431,0.00200704940665509
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Hydroxykynurenine.1,225.1 / 208.1,L-Tryptophan.1.IS,3.15200558173671,133179.389682889,17927666.0239431,0.000132655493694397
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Carnosine.1,227.1 / 109.9,L-Tryptophan.1.IS,9.20253236106564,25261283.2383232,17927666.0239431,0.0251619113686651
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2-Deoxycytide,228.0 / 112.0,L-Tryptophan.1.IS,1.99959789160008,771745.557008691,17927666.0239431,0.000768709693858877
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Butyrylcarnitine (C4).1,232.2 / 85.0,L-Tryptophan.1.IS,1.92696847497565,50140838.849985,17927666.0239431,0.049943596736204
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Anserine.1,241.0 / 109.0,L-Tryptophan.1.IS,8.93773130700531,2507405.73381996,17927666.0239431,0.00249754219706253
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Thymidine.1,243.1 / 127.1,L-Tryptophan.1.IS,1.19970329682311,845764.874078914,17927666.0239431,0.000842437836571143
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Cytidine.1,244.1 / 111.9,L-Tryptophan.1.IS,2.47390018975727,72237758.8797709,17927666.0239431,0.0719535927472721
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Tiglylcarnitine,244.3 / 85.0,L-Tryptophan.1.IS,1.74748691091077,2510279.58844737,17927666.0239431,0.00250040474663054
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Uridine.1,245.1 / 113.1,L-Tryptophan.1.IS,1.66236178386543,27562447.8092311,17927666.0239431,0.0274540237064127
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Isovalerylcarnitine (C5).1,246.3 / 85.0,L-Tryptophan.1.IS,1.59820769837438,64904171.3672734,17927666.0239431,0.0646488538207923
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Malonylcarnitine,248.2 / 85.0,L-Tryptophan.1.IS,3.4167958554733,23221251.3876014,17927666.0239431,0.0231299045171984
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Deoxyadenosine.1,252.0 / 136.0,L-Tryptophan.1.IS,1.35663173833048,272904.022031663,17927666.0239431,0.000271830482629462
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Glycerophosphocholine.1,258.1 / 104.1,L-Tryptophan.1.IS,7.11644016916984,749289532.940185,17927666.0239431,0.746342006438819
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2'-O-Methyl Uridine.1,259.0 / 113.1,L-Tryptophan.1.IS,1.63859225697772,25479.6136587445,17927666.0239431,2.53793829292306e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Hexanoylcarnitine,260.2 / 85.0,L-Tryptophan.1.IS,1.32797864569988,2123471.40176239,17927666.0239431,0.00211511817119339
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Hydroxyisovaleryl Carnitine,262.2 / 85.0,L-Tryptophan.1.IS,2.83840517474785,44246779.7255937,17927666.0239431,0.044072723436125
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Adenosine.1,268.0 / 136.0,L-Tryptophan.1.IS,1.52059908453677,607956941.888901,17927666.0239431,0.605565384127677
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Deoxyguanosine.1,268.1 / 152.1,L-Tryptophan.1.IS,2.12745470082702,320649.25733742,17927666.0239431,0.000319387899555019
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Inosine.1,269.1 / 137.0,L-Tryptophan.1.IS,2.01983767321144,349600997.446605,17927666.0239431,0.348225750416482
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Glutarylcarnitine,276.3 / 85.0,L-Tryptophan.1.IS,6.63029766274784,18351929.3578601,17927666.0239431,0.0182797372401867
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2'-O-Methyl Adenosine.1,282.1 / 135.7,L-Tryptophan.1.IS,1.16860050389292,26484.0492780089,17927666.0239431,2.63798673380796e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N6- Methyl Adenosine (m6A).1,282.1 / 150.1,L-Tryptophan.1.IS,1.28051737251013,1019416.6167803,17927666.0239431,0.00101540647468996
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Guanosine.1,284.1 / 152.1,L-Tryptophan.1.IS,2.71634023308599,203830082.25506,17927666.0239431,0.203028263274799
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N4- Acetyl Cytidine.1,286.0 / 153.9,L-Tryptophan.1.IS,1.38753630432005,325049.756321604,17927666.0239431,0.000323771088024636
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2-Octenoylcarnitine,286.2 / 85.0,L-Tryptophan.1.IS,1.18119998612789,371844.926894643,17927666.0239431,0.000370382177545777
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Octanoylcarnitine(C8).1,288.3 / 85.0,L-Tryptophan.1.IS,1.08809056200641,112627.88923916,17927666.0239431,0.000112184837956937
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Adipoylcarnitine,290.2 / 85.0,L-Tryptophan.1.IS,1.70199239402225,216885.374214304,17927666.0239431,0.000216032198825951
1,09/2021,C20M1S,M,56,control,striatum,30,C20,S-methyl-5-thioadenosine.1,298.0 / 136.0,L-Tryptophan.1.IS,1.07220985525541,12709481.4114006,17927666.0239431,0.0126594853396128
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Pimelylcarnitine,304.2 / 85.0,L-Tryptophan.1.IS,1.37968971612149,1648408.26601769,17927666.0239431,0.00164192382063902
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Glutathione.1,308.1 / 162.0,L-Tryptophan.1.IS,5.76280664461599,10931421.7349152,17927666.0239431,0.0108884201262649
1,09/2021,C20M1S,M,56,control,striatum,30,C20,"N2,N2-Dimethylguanosine.1",312.1 / 180.1,L-Tryptophan.1.IS,1.47026319830184,1886428.12770383,17927666.0239431,0.00187900736889847
1,09/2021,C20M1S,M,56,control,striatum,30,C20,CMP.1,324.0 / 112.0,L-Tryptophan.1.IS,9.13014540536161,8880938.69715307,17927666.0239431,0.00884600320023754
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N6-(Δ2-Isopentenyl) Adenosine,336.0 / 204.1,L-Tryptophan.1.IS,0.914045312071437,28679.6651766159,17927666.0239431,2.85668462068557e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Dodecenoylcarnitine,342.5 / 85.0,L-Tryptophan.1.IS,3.10135983428387,136039.859332086,17927666.0239431,0.000135504710937513
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Dodecanoylcarnitine,344.3 / 85.0,L-Tryptophan.1.IS,0.916409082154963,2046248.24349332,17927666.0239431,0.00203819879043022
1,09/2021,C20M1S,M,56,control,striatum,30,C20,AMP.1,348.0 / 135.8,L-Tryptophan.1.IS,7.47092012914225,287531536.878276,17927666.0239431,0.286400456317733
1,09/2021,C20M1S,M,56,control,striatum,30,C20,IMP.1,349.0 / 137.0,L-Tryptophan.1.IS,8.370662032996,54978509.1400883,17927666.0239431,0.0547622367839803
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Myristoylcarnitine (C14).1,372.5 / 85.0,L-Tryptophan.1.IS,0.909325529436691,12557424.209874,17927666.0239431,0.0125080262948888
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Riboflavin.1,377.2 / 243.1,L-Tryptophan.1.IS,1.35962861136898,2123823.85733365,17927666.0239431,0.00211546924028841
1,09/2021,C20M1S,M,56,control,striatum,30,C20,9-Hexadecenoylcarnitine,398.6 / 85.0,L-Tryptophan.1.IS,0.907471532008524,3403737.04746508,17927666.0239431,0.00339034755687428
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Palmitoylcarnitine (C16).1,400.3 / 85.0,L-Tryptophan.1.IS,0.918672152106349,20937570.2357394,17927666.0239431,0.0208552068228916
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Hydroxyhexadecanoylcarnitine,416.3 / 85.0,L-Tryptophan.1.IS,0.920816332609815,1587074.75212306,17927666.0239431,0.0015808315781751
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Linoleylcarnitine,424.3 / 85.0,L-Tryptophan.1.IS,0.905242565309003,1262557.03380261,17927666.0239431,0.00125759043524088
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Oleoylcarnitine,426.4 / 85.0,L-Tryptophan.1.IS,0.919277610925396,12164767.5953821,17927666.0239431,0.0121169142979663
1,09/2021,C20M1S,M,56,control,striatum,30,C20,ADP.1,428.0 / 136.0,L-Tryptophan.1.IS,9.34599458221641,9894248.04908315,17927666.0239431,0.00985532643460213
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Octadecanoylcarnitine,428.4 / 85.0,L-Tryptophan.1.IS,0.908209204581121,8612747.51626803,17927666.0239431,0.00857886701956049
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Hydroxyoleoylcarnitine,442.4 / 85.0,L-Tryptophan.1.IS,0.903519790982839,1485139.19865125,17927666.0239431,0.00147929701488409
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Arachidonyl carnitine,448.3 / 85.0,L-Tryptophan.1.IS,0.88789129573459,1703693.86171604,17927666.0239431,0.00169699193597591
1,09/2021,C20M1S,M,56,control,striatum,30,C20,ATP.1,508.0 / 136.0,L-Tryptophan.1.IS,10.0789617324794,2290669.92618285,17927666.0239431,0.00228165897645449
1,09/2021,C20M1S,M,56,control,striatum,30,C20,GTP.1,524.0 / 152.0,L-Tryptophan.1.IS,11.715950409939,524468.244633164,17927666.0239431,0.000522405111515429
1,09/2021,C20M1S,M,56,control,striatum,30,C20,glutathione disulfide_pos,613.0 / 231.0,L-Tryptophan.1.IS,9.91751114724536,15895968.1362448,17927666.0239431,0.0158334371848746
1,09/2021,C20M1S,M,56,control,striatum,30,C20,FAD,786.0 / 348.0,L-Tryptophan.1.IS,3.52643539953941,13255676.7230638,17927666.0239431,0.0132035320490531
1,09/2021,C20M1S,M,56,control,striatum,30,C20,acetyl-CoA_pos,810.0 / 303.0,L-Tryptophan.1.IS,9.21734181729907,106641.663261202,17927666.0239431,0.000106222160365734
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Pyruvate.1,86.9 / 86.9,L-Tryptophan.1.IS,1.37221972828499,210530.091529261,17927666.0239431,0.000209701916308819
1,09/2021,C20M1S,M,56,control,striatum,30,C20,L-Lactic acid.1,89.0 / 43.0,L-Tryptophan.1.IS,1.80669585028722,13881773.2913238,17927666.0239431,0.0138271657025836
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2-Hydroxybutyrate.1,103.1 / 57.0,L-Tryptophan.1.IS,7.19152109957303,96584.1658067114,17927666.0239431,9.62042267099906e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Fumaric acid.1,115.0 / 71.0,L-Tryptophan.1.IS,7.65186845713741,1283529.65402483,17927666.0239431,0.00127848055417196
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Maleic acid.1,115.1 / 71.0,L-Tryptophan.1.IS,8.16358494243384,327063.159027454,17927666.0239431,0.000325776570483942
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Acetylglycine.1,116.1 / 74.0,L-Tryptophan.1.IS,6.06543393904997,49796.7860461305,17927666.0239431,4.9600897354108e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Succinate.1,117.1 / 72.9,L-Tryptophan.1.IS,5.49257503289974,455718.558235362,17927666.0239431,0.000453925870004029
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Benzoic acid,121.0 / 77.0,L-Tryptophan.1.IS,1.22238339706203,424569.040698872,17927666.0239431,0.00042289888724803
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Taurine.1,124.0 / 80.0,L-Tryptophan.1.IS,5.13780645735581,279418310.191372,17927666.0239431,0.278319145131606
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Citraconic acid.1,129.0 / 85.1,L-Tryptophan.1.IS,7.19425232028593,353349.692689165,17927666.0239431,0.0003519596991851
1,09/2021,C20M1S,M,56,control,striatum,30,C20,3-Methyl-2-Oxovaleric.1,129.2 / 85.1,L-Tryptophan.1.IS,6.23866345809825,146265.005764003,17927666.0239431,0.000145689634079549
1,09/2021,C20M1S,M,56,control,striatum,30,C20,N-Acetylalanine.1,130.1 / 88.0,L-Tryptophan.1.IS,5.28414040423436,68182793.130493,17927666.0239431,0.0679145782671401
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Aspartic acid,132.0 / 88.1,L-Tryptophan.1.IS,6.34350344700068,59966122.702381,17927666.0239431,0.0597302302628378
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Malic acid.1,133.1 / 115.1,L-Tryptophan.1.IS,7.65273167917708,34467109.4173342,17927666.0239431,0.0343315240208127
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Threonic acid.1,135.1 / 89.1,L-Tryptophan.1.IS,7.08166058126791,192091.439332828,17927666.0239431,0.000191335797377044
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Anthranilate.1/2-Aminobenzoic acid/p-Aminobenzoic acid,136.0 / 92.0,L-Tryptophan.1.IS,1.69156170726544,588071.42484657,17927666.0239431,0.000585758091971587
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2-ketoglutaric acid.1,144.9 / 101.0,L-Tryptophan.1.IS,6.34113133828608,819205.621464819,17927666.0239431,0.000815983061728984
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Mevalonic acid.1,147.1 / 85.0,L-Tryptophan.1.IS,7.19288307481796,1442482.53205917,17927666.0239431,0.00143680814945527
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2-Hydroxyglutarate.1,147.1 / 129.1,L-Tryptophan.1.IS,6.24025328535318,12647729.3059243,17927666.0239431,0.0125979761522068
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Xylose.1,149.1 / 131.0,L-Tryptophan.1.IS,1.80362210736409,446460.685996613,17927666.0239431,0.000444704416028942
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Phenylglyoxylic acid/Hydrocinnamic acid,149.1 / 105.0,L-Tryptophan.1.IS,6.23828539484368,49062.2055298775,17927666.0239431,4.88692065025892e-05
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Xylitol/Arabitol,151.2 / 89.0,L-Tryptophan.1.IS,2.89811533307632,174210.469747484,17927666.0239431,0.000173525167265837
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Allantoin.1,157.1 / 114.1,L-Tryptophan.1.IS,2.82677747900446,635408.926730149,17927666.0239431,0.000632909379401104
1,09/2021,C20M1S,M,56,control,striatum,30,C20,2-Aminoadipic acid/Indole-3-carboxylic acid,160.1 / 116.1,L-Tryptophan.1.IS,7.15117483375266,745315.512674208,17927666.0239431,0.000742383619021742
1,09/2021,C20M1S,M,56,control,striatum,30,C20,Phosphoenolpyruvate.1,166.8 / 79.0,L-Tryptophan.1.IS,10.3889118509086,12390.151261177,17927666.0239431,1.23414113581185e-05
