Sample Number,Sample Submission Date,Sample Name,Sex,"Tissue weight
(mg)",Treatment,Tissue Type,PND,Litter,Metabolite,"MRM Transition of each lipid species
(Parent ion/Fragment ion)",Metabolite used as Internal Standard,"Retention Time
(min)",Peak Area of Metabolite,Peak Area of Internal Standard,"Normalized Peak Area
(Peak Area of Metabolite / (Peak Area of Internal Standard * Tisue weight))"
29,09/2021,C22F2S,F,63,control,striatum,60,C22,sn-glycerol-3-phosphate.1,171.0 / 79.0,L-Tryptophan.1.IS,7.12212524776267,1724304.6727492,20738340.1643477,0.00131977367636762
29,09/2021,C22F2S,F,63,control,striatum,60,C22,N-acetylornithine.1,173.1 / 131.1,L-Tryptophan.1.IS,14.4161779399236,874523.28997052,20738340.1643477,0.000669355500633951
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Ascorbic acid.1,175.0 / 87.0,L-Tryptophan.1.IS,3.58440266330313,28723489.3054614,20738340.1643477,0.0219848067907479
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Glucose/Inositol/Gluconolactone/Fructose,179.1 / 89.0,L-Tryptophan.1.IS,6.93985139093323,460617.812466219,20738340.1643477,0.000352554437371971
29,09/2021,C22F2S,F,63,control,striatum,60,C22,2/3-Phosphoglyceric acid.2,184.9 / 78.8,L-Tryptophan.1.IS,10.0006343705015,74294.3257219448,20738340.1643477,5.68644839516516e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Isocitric_Citric_acid.1,191.0 / 111.0,L-Tryptophan.1.IS,10.0515690929525,3484129.56417998,20738340.1643477,0.00266673434024136
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Xanthurenic Acid.1,204.1 / 160.1,L-Tryptophan.1.IS,5.8937195270272,70521.1737091304,20738340.1643477,5.39765333579166e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,3-Indoxyl sulfate.1,212.1 / 80.0,L-Tryptophan.1.IS,2.31780618886494,14907.3759784136,20738340.1643477,1.14100267261103e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Phenylacetylglutamine or Pantothenate.1,218.1 / 146.1,L-Tryptophan.1.IS,1.63119007377551,15812670.0545676,20738340.1643477,0.0121029340237369
29,09/2021,C22F2S,F,63,control,striatum,60,C22,N-Aceryltyrosine.1,222.1 / 180.1,L-Tryptophan.1.IS,2.6865458106718,23965.7907405056,20738340.1643477,1.8343289473446e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,D-Xylulose/Ribose/Ribulose-5-phosphate.1,228.8 / 97.0,L-Tryptophan.1.IS,8.36293120656763,625574.649556315,20738340.1643477,0.00047881152799463
29,09/2021,C22F2S,F,63,control,striatum,60,C22,N-Acetyl-Tryptophan.1,245.1 / 203.1,L-Tryptophan.1.IS,5.24267161516873,59637.7146227426,20738340.1643477,4.56463913377495e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Deoxyinosine.1,251.0 / 135.0,L-Tryptophan.1.IS,1.63650485045091,37316.7941007499,20738340.1643477,2.85620768295416e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,G6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.51393216092577,188370.836498411,20738340.1643477,0.00014417804192897
29,09/2021,C22F2S,F,63,control,striatum,60,C22,F6P.1,258.8 / 97.1,L-Tryptophan.1.IS,9.075364580395,94824.5962840558,20738340.1643477,7.25782444516327e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Deoxyguanosine.2,266.1 / 150.1,L-Tryptophan.1.IS,2.12069998459431,58339.7868001199,20738340.1643477,4.46529642472856e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Sedoheptulose 7-phosphate.1,289.0 / 97.0,L-Tryptophan.1.IS,9.17735451546942,77581.6157846797,20738340.1643477,5.93805583786061e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,Argininosuccinic acid.1,289.1 / 131.1,L-Tryptophan.1.IS,9.30899533230007,19686.7577650604,20738340.1643477,1.5068140266608e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,2'-O-Methyl Guanosine.1,296.0 / 150.0,L-Tryptophan.1.IS,1.68582698903965,15345.1123540694,20738340.1643477,1.17450678327716e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,N-Acetyl-aspartyl-glutamate.1,303.1 / 285.1,L-Tryptophan.1.IS,9.97619386475153,14908561.7488621,20738340.1643477,0.0114109343085399
29,09/2021,C22F2S,F,63,control,striatum,60,C22,N-Acetylneuraminate.1,308.1 / 87.0,L-Tryptophan.1.IS,3.91922015340009,4179547.99667151,20738340.1643477,0.00319900393027839
29,09/2021,C22F2S,F,63,control,striatum,60,C22,"Fructose-1,6-diphosphate",338.9 / 96.9,L-Tryptophan.1.IS,12.3718329907108,14422.3701190319,20738340.1643477,1.1038805806622e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,GMP.1,362.1 / 79.0,L-Tryptophan.1.IS,9.3346116798296,1877172.71854478,20738340.1643477,0.00143677807007323
29,09/2021,C22F2S,F,63,control,striatum,60,C22,S-adenosyl-L-homocysteine.1,383.1 / 134.0,L-Tryptophan.1.IS,5.27050845739967,631764.181492982,20738340.1643477,0.000483548963001418
29,09/2021,C22F2S,F,63,control,striatum,60,C22,UDP.1,403.0 / 159.0,L-Tryptophan.1.IS,9.68742198091665,14635.7172569433,20738340.1643477,1.12021005775483e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,dGDP.1,426.1 / 159.0,L-Tryptophan.1.IS,9.38068456214392,663709.493676907,20738340.1643477,0.000507999735982547
29,09/2021,C22F2S,F,63,control,striatum,60,C22,ATP.2,505.8 / 159.0,L-Tryptophan.1.IS,10.4854480556917,107104.388628343,20738340.1643477,8.19771325619406e-05
29,09/2021,C22F2S,F,63,control,striatum,60,C22,UDP-N-acetyl-glucosamine,606.0 / 385.0,L-Tryptophan.1.IS,7.36636217160893,714858.898282935,20738340.1643477,0.000547149219729687
29,09/2021,C22F2S,F,63,control,striatum,60,C22,NAD,662.2 / 540.1,L-Tryptophan.1.IS,6.9182562998836,685912.281884223,20738340.1643477,0.000524993632641924
29,09/2021,C22F2S,F,63,control,striatum,60,C22,NADH,664.1 / 408.1,L-Tryptophan.1.IS,5.85624403799287,245053.912856453,20738340.1643477,0.000187562968766525
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Urea.1,61.0 / 44.0,L-Tryptophan.1.IS,1.96215219798564,57587873.8075945,20447445.1317779,0.0502925858362196
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Ethanolamine.1,62.1 / 44.1,L-Tryptophan.1.IS,9.96936991559441,10640030.5181003,20447445.1317779,0.00929214108371867
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Imidazole.1,69.0 / 42.2,L-Tryptophan.1.IS,2.48608095583839,196165.648251553,20447445.1317779,0.000171315192774279
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Trimethylamine-N-oxide.1,76.0 / 58.1,L-Tryptophan.1.IS,4.88016961656712,9119415.20288871,20447445.1317779,0.00796415879842611
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Glycine.2,76.0 / 30.0,L-Tryptophan.1.IS,6.28124337943991,3703636.11585371,20447445.1317779,0.00323445588362965
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Sarcosine.1,90.0 / 44.0,L-Tryptophan.1.IS,4.51330082101858,26111.163786762,20447445.1317779,2.28033761138119e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Alanine.1,90.1 / 44.1,L-Tryptophan.1.IS,5.10977034136008,17101084.2420909,20447445.1317779,0.0149347022258765
30,09/2021,C17F1S,F,56,control,striatum,60,C17,B-Alanine.1,90.1 / 30.1,L-Tryptophan.1.IS,6.47933466161177,2203585.5990209,20447445.1317779,0.00192443322801754
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Aminobutyric acid(Abu).1,104.1 / 58.0,L-Tryptophan.1.IS,4.05991928092695,2035186.74614198,20447445.1317779,0.00177736730592029
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Aminoisobutyric acid (BAIBA).1,104.1 / 86.0,L-Tryptophan.1.IS,4.68265521007155,594357.024448666,20447445.1317779,0.000519063297410758
30,09/2021,C17F1S,F,56,control,striatum,60,C17,GABA.2,104.2 / 87.1,L-Tryptophan.1.IS,7.01573533698335,300407956.62479,20447445.1317779,0.262351983942202
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Serine.1,106.0 / 60.0,L-Tryptophan.1.IS,6.77412646647076,48218884.1984082,20447445.1317779,0.0421104689604875
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Uracil.1,113.0 / 70.0,L-Tryptophan.1.IS,8.24984548997569,43104.6901508872,20447445.1317779,3.7644145998515e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Creatinine.1,114.0 / 44.0,L-Tryptophan.1.IS,1.82172242136169,29551305.2788407,20447445.1317779,0.025807717129373
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Proline.1,116.1 / 70.0,L-Tryptophan.1.IS,3.57167425472528,169009317.006769,20447445.1317779,0.147599052034507
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Valine.1,118.0 / 55.1,L-Tryptophan.1.IS,3.20899922905487,15490487.9308069,20447445.1317779,0.0135281378247774
30,09/2021,C17F1S,F,56,control,striatum,60,C17,5-Aminovaleric Acid.1,118.0 / 101.0,L-Tryptophan.1.IS,6.10173180208418,2487140.86431308,20447445.1317779,0.00217206743598753
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Betaine.1,119.1 / 59.0,L-Tryptophan.1.IS,2.94161937215512,16981151.9197133,20447445.1317779,0.0148299630469677
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Homoserine.1,120.0 / 74.0,L-Tryptophan.1.IS,8.60531331667411,99803.0862064154,20447445.1317779,8.71599339910659e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Threonine.1,120.1 / 74.0,L-Tryptophan.1.IS,5.13739827376058,20140896.8856034,20447445.1317779,0.0175894284415146
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Purine.1,121.1 / 93.9,L-Tryptophan.1.IS,2.10498308107082,1011467.71626956,20447445.1317779,0.000883334000331566
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Nicotinamide.1,123.1 / 80.0,L-Tryptophan.1.IS,6.90448341005256,738876.254405237,20447445.1317779,0.000645274690487345
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Thymine.1,127.1 / 110.0,L-Tryptophan.1.IS,1.20433477911586,1521900.73126376,20447445.1317779,0.00132910486358665
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Pipecolate.1,130.0 / 84.0,L-Tryptophan.1.IS,6.33018373323109,1142045561.82821,20447445.1317779,0.997370117171167
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Hydroxyproline,132.0 / 68.2,L-Tryptophan.1.IS,4.89628811121358,1169173.11294128,20447445.1317779,0.00102106112367435
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Leucine.2,132.1 / 43.1,L-Tryptophan.1.IS,2.25217190949601,14735074.4811139,20447445.1317779,0.0128684208870163
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Isoleucine.2,132.1 / 69.0,L-Tryptophan.1.IS,2.47219989030967,8112962.37928446,20447445.1317779,0.00708520439927017
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Asparagine.1,133.1 / 87.1,L-Tryptophan.1.IS,6.59986951281698,11090857.8683578,20447445.1317779,0.0096858571859296
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Ornithine.1,133.1 / 70.0,L-Tryptophan.1.IS,14.4086326306124,341125.092757846,20447445.1317779,0.000297911033592455
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Adenine.1,136.0 / 119.0,L-Tryptophan.1.IS,1.52893211105212,107608172.24778,20447445.1317779,0.0939762641269189
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Methylnicotinamide.1,137.0 / 94.0,L-Tryptophan.1.IS,8.09780148595204,7063196.64313976,20447445.1317779,0.00616842400954137
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Hypoxanthine.1,137.1 / 110.0,L-Tryptophan.1.IS,2.0308974943566,130498764.979003,20447445.1317779,0.113967054264845
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Glutamine.1,147.1 / 84.0,L-Tryptophan.1.IS,6.33894913137332,1312582608.44123,20447445.1317779,1.14630336453668
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Lysine.1,147.1 / 84.0,L-Tryptophan.1.IS,14.4816567127125,7364528.30100023,20447445.1317779,0.0064315826793466
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Acetylcholine.1,147.1 / 87.0,L-Tryptophan.1.IS,6.38035077622827,3427125.89982543,20447445.1317779,0.00299297425121765
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Glutamic acid.1,148.1 / 84.0,L-Tryptophan.1.IS,6.22408475818019,594271815.13641,20447445.1317779,0.518988882497212
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Methionine.1,150.1 / 133.0,L-Tryptophan.1.IS,2.71160156649789,40270004.8520182,20447445.1317779,0.0351685613956113
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Guanine.1,152.1 / 110.0,L-Tryptophan.1.IS,2.73498205711865,12964276.2242591,20447445.1317779,0.0113219490789227
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Xanthine.1,153.0 / 110.0,L-Tryptophan.1.IS,1.786025956995,10012290.8265596,20447445.1317779,0.00874392406801338
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Dopamine.1,154.1 / 137.1,L-Tryptophan.1.IS,2.02652316092298,315539.545849657,20447445.1317779,0.000275566688698843
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Serotonin-NH3.1,160.1 / 115.0,L-Tryptophan.1.IS,6.87330265002579,12163475.1370491,20447445.1317779,0.010622594253794
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Carnitine (C0),162.0 / 103.0,L-Tryptophan.1.IS,5.37236815050814,1574806.64528667,20447445.1317779,0.00137530860486612
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Methionine sulfoxide.1,166.1 / 74.0,L-Tryptophan.1.IS,5.74599870222521,3073746.75297104,20447445.1317779,0.00268436151904276
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Phenylalanine.1,166.1 / 120.0,L-Tryptophan.1.IS,2.10469215952743,316956639.940775,20447445.1317779,0.276804263929588
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Normetanephrine-H2O.1,166.1 / 121.1,L-Tryptophan.1.IS,4.03730662093825,8323562.90028651,20447445.1317779,0.00726912584104862
30,09/2021,C17F1S,F,56,control,striatum,60,C17,7-methylguanine.1,166.2 / 149.1,L-Tryptophan.1.IS,2.56309036828959,1784626.41788016,20447445.1317779,0.00155854820420522
30,09/2021,C17F1S,F,56,control,striatum,60,C17,1 or 3-Methyl-Histidine.1,170.1 / 109.1,L-Tryptophan.1.IS,6.94379012107966,8112328.53044179,20447445.1317779,0.00708465084701655
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Arginine.1,175.1 / 70.0,L-Tryptophan.1.IS,14.426257598748,25312209.6117981,20447445.1317779,0.0221056342322862
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Citrulline.1,176.1 / 159.1,L-Tryptophan.1.IS,7.66163981715735,5960158.75562317,20447445.1317779,0.00520512003648837
30,09/2021,C17F1S,F,56,control,striatum,60,C17,N-carbamoyl-L-aspartate.1,177.1 / 74.0,L-Tryptophan.1.IS,3.7465677014344,84237.1005713927,20447445.1317779,7.35658625848127e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Ureidosuccinic acid.1,177.1 / 134.1,L-Tryptophan.1.IS,6.59153010503478,8574770.9672222,20447445.1317779,0.00748851062527116
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Serotonin,177.1 / 160.1,L-Tryptophan.1.IS,6.8718112176078,14260021.8977852,20447445.1317779,0.0124535484278663
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Hippuric acid.1,180.1 / 105.1,L-Tryptophan.1.IS,1.22653132967961,56879.4557982671,20447445.1317779,4.96739109106431e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Tyrosine.1,182.1 / 136.0,L-Tryptophan.1.IS,3.47100603779305,112327764.650171,20447445.1317779,0.0980979739646924
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Phosphorylcholine.1,185.1 / 125.1,L-Tryptophan.1.IS,7.12157644299046,212076.110698518,20447445.1317779,0.000185210102334256
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Homoarginine.1,189.1 / 144.1,L-Tryptophan.1.IS,14.4664840044632,835547.765456652,20447445.1317779,0.000729699760315659
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Symmetric Dimethylarginine.1,203.1 / 70.0,L-Tryptophan.1.IS,12.6182674607107,3028575.51953644,20447445.1317779,0.00264491262147749
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Acetylcarnitine (C2).1,204.0 / 85.0,L-Tryptophan.1.IS,3.15796769423743,536423549.118261,20447445.1317779,0.468468891189414
30,09/2021,C17F1S,F,56,control,striatum,60,C17,3-Indolebutyric acid.1,204.1 / 186.1,L-Tryptophan.1.IS,7.36685372995247,321968.358872732,20447445.1317779,0.000281181093423494
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Tryptophan.1,205.1 / 146.1,L-Tryptophan.1.IS,2.47675972514209,72740877.8107325,20447445.1317779,0.0635259925261519
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Lipoic Acid.1,207.1 / 189.1,L-Tryptophan.1.IS,3.7842729125804,137574.197932012,20447445.1317779,0.000120146164476597
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Kynurenine.1,209.1 / 146.1,L-Tryptophan.1.IS,2.22266040545297,124789.681498313,20447445.1317779,0.000108981203042797
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Propionylcarnitine (C3).1,218.3 / 85.0,L-Tryptophan.1.IS,2.42526041500201,76110535.7212178,20447445.1317779,0.0664687788889196
30,09/2021,C17F1S,F,56,control,striatum,60,C17,N-Acetyl-glucosamine.1,222.1 / 138.1,L-Tryptophan.1.IS,2.57044815946594,1311223.94278331,20447445.1317779,0.00114511681596828
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Cystathionine.1,223.0 / 134.0,L-Tryptophan.1.IS,9.95195173623934,1022229.76157516,20447445.1317779,0.000892732699250604
30,09/2021,C17F1S,F,56,control,striatum,60,C17,3-Hydroxykynurenine.1,225.1 / 208.1,L-Tryptophan.1.IS,3.14825738900303,20355.1924970922,20447445.1317779,1.77765768761162e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Carnosine.1,227.1 / 109.9,L-Tryptophan.1.IS,9.2222590870441,26863105.9290502,20447445.1317779,0.023460061492773
30,09/2021,C17F1S,F,56,control,striatum,60,C17,2-Deoxycytide,228.0 / 112.0,L-Tryptophan.1.IS,2.00430123871051,666177.765485907,20447445.1317779,0.000581785716986526
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Butyrylcarnitine (C4).1,232.2 / 85.0,L-Tryptophan.1.IS,1.91321983882469,190187003.774594,20447445.1317779,0.166093928805647
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Anserine.1,241.0 / 109.0,L-Tryptophan.1.IS,8.97422550137548,1818534.06045074,20447445.1317779,0.00158816039357311
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Thymidine.1,243.1 / 127.1,L-Tryptophan.1.IS,1.20019735107212,574116.656673201,20447445.1317779,0.00050138699914864
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Cytidine.1,244.1 / 111.9,L-Tryptophan.1.IS,2.47942775304463,89009032.8543395,20447445.1317779,0.0777332818360697
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Tiglylcarnitine,244.3 / 85.0,L-Tryptophan.1.IS,1.75641796871584,3115640.42214213,20447445.1317779,0.0027209480573793
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Uridine.1,245.1 / 113.1,L-Tryptophan.1.IS,1.66895942205385,29186161.3849704,20447445.1317779,0.0254888300197985
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Isovalerylcarnitine (C5).1,246.3 / 85.0,L-Tryptophan.1.IS,1.59732538154896,98217863.4352325,20447445.1317779,0.0857755287852823
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Malonylcarnitine,248.2 / 85.0,L-Tryptophan.1.IS,3.42826509135361,52211366.9954903,20447445.1317779,0.0455971801462962
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Deoxyadenosine.1,252.0 / 136.0,L-Tryptophan.1.IS,1.357683172501,594790.65465848,20447445.1317779,0.000519441994923034
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Glycerophosphocholine.1,258.1 / 104.1,L-Tryptophan.1.IS,7.12320324454922,928585309.259758,20447445.1317779,0.810951217407859
30,09/2021,C17F1S,F,56,control,striatum,60,C17,2'-O-Methyl Uridine.1,259.0 / 113.1,L-Tryptophan.1.IS,1.65558378846695,29291.5224388882,20447445.1317779,2.55808438327352e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Hexanoylcarnitine,260.2 / 85.0,L-Tryptophan.1.IS,1.32711815051242,17972704.7470225,20447445.1317779,0.0156959049958788
30,09/2021,C17F1S,F,56,control,striatum,60,C17,3-Hydroxyisovaleryl Carnitine,262.2 / 85.0,L-Tryptophan.1.IS,2.84932819471261,63183841.9795504,20447445.1317779,0.055179651307071
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Adenosine.1,268.0 / 136.0,L-Tryptophan.1.IS,1.5253264414864,734771264.379416,20447445.1317779,0.641689724598168
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Deoxyguanosine.1,268.1 / 152.1,L-Tryptophan.1.IS,2.13099836630281,218332.140761232,20447445.1317779,0.000190673612412337
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Inosine.1,269.1 / 137.0,L-Tryptophan.1.IS,2.02678475671157,170651391.43634,20447445.1317779,0.149033106875194
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Glutarylcarnitine,276.3 / 85.0,L-Tryptophan.1.IS,6.63538952144055,7008756.96189408,20447445.1317779,0.00612088080016551
30,09/2021,C17F1S,F,56,control,striatum,60,C17,2'-O-Methyl Adenosine.1,282.1 / 135.7,L-Tryptophan.1.IS,1.17007322420502,87821.2965090115,20447445.1317779,7.66960090883766e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,N6- Methyl Adenosine (m6A).1,282.1 / 150.1,L-Tryptophan.1.IS,1.28171058907682,708452.884689613,20447445.1317779,0.000618705382893837
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Guanosine.1,284.1 / 152.1,L-Tryptophan.1.IS,2.72690527417017,149740126.470775,20447445.1317779,0.130770901332785
30,09/2021,C17F1S,F,56,control,striatum,60,C17,N4- Acetyl Cytidine.1,286.0 / 153.9,L-Tryptophan.1.IS,1.38673431215978,166392.304969068,20447445.1317779,0.000145313565631932
30,09/2021,C17F1S,F,56,control,striatum,60,C17,2-Octenoylcarnitine,286.2 / 85.0,L-Tryptophan.1.IS,1.17599246757396,1915658.92851259,20447445.1317779,0.001672981388704
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Octanoylcarnitine(C8).1,288.3 / 85.0,L-Tryptophan.1.IS,1.08715855636049,2005759.13974264,20447445.1317779,0.00175166761737582
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Adipoylcarnitine,290.2 / 85.0,L-Tryptophan.1.IS,1.68090252882312,350715.238495997,20447445.1317779,0.000306286290323225
30,09/2021,C17F1S,F,56,control,striatum,60,C17,S-methyl-5-thioadenosine.1,298.0 / 136.0,L-Tryptophan.1.IS,1.07373928754281,12455647.4754019,20447445.1317779,0.0108777539156122
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Pimelylcarnitine,304.2 / 85.0,L-Tryptophan.1.IS,1.38458029278259,2616759.66643237,20447445.1317779,0.00228526600194522
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Glutathione.1,308.1 / 162.0,L-Tryptophan.1.IS,5.78074986333583,26799026.0752498,20447445.1317779,0.0234040993372956
30,09/2021,C17F1S,F,56,control,striatum,60,C17,"N2,N2-Dimethylguanosine.1",312.1 / 180.1,L-Tryptophan.1.IS,1.4794342201635,1748945.69822844,20447445.1317779,0.00152738755288863
30,09/2021,C17F1S,F,56,control,striatum,60,C17,CMP.1,324.0 / 112.0,L-Tryptophan.1.IS,9.15990024274344,3680292.42427969,20447445.1317779,0.00321406939365186
30,09/2021,C17F1S,F,56,control,striatum,60,C17,N6-(Δ2-Isopentenyl) Adenosine,336.0 / 204.1,L-Tryptophan.1.IS,0.912044476306372,17863.5270680106,20447445.1317779,1.56005580516341e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Dodecenoylcarnitine,342.5 / 85.0,L-Tryptophan.1.IS,3.1110225113294,46870.1570519227,20447445.1317779,4.09325998832076e-05
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Dodecanoylcarnitine,344.3 / 85.0,L-Tryptophan.1.IS,0.917782625610272,6354975.10026312,20447445.1317779,0.0055499206618542
30,09/2021,C17F1S,F,56,control,striatum,60,C17,AMP.1,348.0 / 135.8,L-Tryptophan.1.IS,7.48638349879447,305864643.07536,20447445.1317779,0.267117412035858
30,09/2021,C17F1S,F,56,control,striatum,60,C17,IMP.1,349.0 / 137.0,L-Tryptophan.1.IS,8.38861300201867,18397832.2632922,20447445.1317779,0.0160671769441151
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Myristoylcarnitine (C14).1,372.5 / 85.0,L-Tryptophan.1.IS,0.897605221348558,24919524.4805383,20447445.1317779,0.0217626948361127
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Riboflavin.1,377.2 / 243.1,L-Tryptophan.1.IS,1.36182131273789,1853254.44593269,20447445.1317779,0.00161848236678837
30,09/2021,C17F1S,F,56,control,striatum,60,C17,9-Hexadecenoylcarnitine,398.6 / 85.0,L-Tryptophan.1.IS,0.898765534189983,9740490.3156061,20447445.1317779,0.00850655551064784
30,09/2021,C17F1S,F,56,control,striatum,60,C17,L-Palmitoylcarnitine (C16).1,400.3 / 85.0,L-Tryptophan.1.IS,0.905684444830064,33038514.5622177,20447445.1317779,0.0288531633425646
30,09/2021,C17F1S,F,56,control,striatum,60,C17,3-Hydroxyhexadecanoylcarnitine,416.3 / 85.0,L-Tryptophan.1.IS,0.916349699540152,2002673.93839966,20447445.1317779,0.0017489732523454
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Linoleylcarnitine,424.3 / 85.0,L-Tryptophan.1.IS,0.899235613367435,7240243.51258726,20447445.1317779,0.00632304240904109
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Oleoylcarnitine,426.4 / 85.0,L-Tryptophan.1.IS,0.91642386893385,24683214.6128946,20447445.1317779,0.0215563209327781
30,09/2021,C17F1S,F,56,control,striatum,60,C17,ADP.1,428.0 / 136.0,L-Tryptophan.1.IS,9.395931306872,10499080.9457697,20447445.1317779,0.00916904714056149
30,09/2021,C17F1S,F,56,control,striatum,60,C17,Octadecanoylcarnitine,428.4 / 85.0,L-Tryptophan.1.IS,0.912373264987687,8710178.122347,20447445.1317779,0.00760676427003507
30,09/2021,C17F1S,F,56,control,striatum,60,C17,3-Hydroxyoleoylcarnitine,442.4 / 85.0,L-Tryptophan.1.IS,0.904937351352897,1483027.71472766,20447445.1317779,0.00129515631866578
